Activity_ID,Student_ID,Activity_Type,Activity_Category,Frequency_of_Participation,Duration_per_Session (Hours),Impact_on_Performance,Teacher_Supervisor,Parental_Support
964207,41217,Cultural Day Rehearsals,Cultural,Bi-weekly,2.25,Positive,Christopher Smith,Yes
350424,65026,Quiz Competition,Extracurricular,Weekly,1.23,Negative,Christopher Davila,Yes
662187,65026,Volleyball,Sports,Weekly,1.42,Negative,Jessica Gonzales,No
502031,65026,Cultural Day Rehearsals,Cultural,Weekly,1.3,Positive,Steven Rasmussen,No
955704,74491,Drama Club,Extracurricular,Weekly,2.9,Positive,Meagan Reyes,No
316314,17850,Basketball,Sports,Daily,2.65,Negative,Brittany Carroll,Yes
648322,17850,Traditional Dance,Cultural,Daily,1.04,Positive,Jennifer Combs,Yes
299854,17850,Drama Club,Extracurricular,Monthly,2.21,Positive,Kevin Lane,No
725486,28661,Scrabble,Sports,Weekly,1.38,Positive,Joseph Potts,No
952318,28661,Chemistry Lab Work,Academic,Monthly,1.74,Negative,Peter James,Yes
640189,28661,Social Events Planning,Extracurricular,Daily,1.61,Positive,Victor Bowers,No
839743,28661,Football,Sports,Daily,2.62,Positive,Michael Perez,Yes
751628,28661,Drama Club,Extracurricular,Bi-weekly,1.87,Positive,Robert Murray,Yes
918333,46677,Drama Club,Extracurricular,Daily,1.78,Negative,Eric Norris,No
506969,46677,Jets Club,Academic,Weekly,2.65,Negative,Gene Johnson,No
948945,46677,Drama Club,Extracurricular,Weekly,2.18,Positive,Casey Thomas,No
377670,22193,Music Band,Cultural,Weekly,1.32,Negative,Lori Flowers,No
552834,15754,Athletics,Sports,Bi-weekly,2.8,Negative,Miranda Villegas,Yes
804031,15754,Music Band,Cultural,Weekly,2.78,Positive,Roberto Lewis,No
255728,15754,Drama Club,Extracurricular,Daily,2.69,Neutral,Christopher Hancock,No
720108,15754,Music Band,Cultural,Monthly,1.26,Neutral,Carmen Martin,No
190956,40339,Mathematics Competitions,Academic,Weekly,2.22,Negative,Charles Vaughan,No
512540,40339,Quiz Competition,Extracurricular,Monthly,2.3,Positive,Jamie Mendez,Yes
402604,40339,Jets Club,Academic,Weekly,2.88,Neutral,Hunter Chapman,No
256788,40339,Chemistry Lab Work,Academic,Monthly,1.02,Positive,Darlene Watson,No
484207,40339,Press Club,Extracurricular,Monthly,1.13,Positive,Jennifer Howard,No
649289,78125,Quiz Competition,Extracurricular,Daily,1.38,Positive,Bradley Chase,No
550348,78125,Football,Sports,Weekly,1.47,Positive,Anna Hill,Yes
333255,78125,Social Events Planning,Extracurricular,Bi-weekly,2.87,Negative,Kelly Walton,No
263728,78125,Quiz Competition,Extracurricular,Daily,2.02,Neutral,Kristina Williams,Yes
435590,78125,Science Practical Sessions,Academic,Monthly,1,Neutral,Caroline Greene,Yes
383285,64140,Football,Sports,Weekly,2.89,Positive,Anthony Oconnor,No
161126,58823,Quiz Competition,Extracurricular,Weekly,1.25,Neutral,Derek Roberts,Yes
826586,58823,Science Practical Sessions,Academic,Bi-weekly,2.6,Negative,Emily Moore,No
173750,70091,Scrabble,Sports,Bi-weekly,2.21,Neutral,Amy Powell,Yes
358239,70091,Drama Club,Extracurricular,Monthly,1.03,Positive,Nathan Gonzales,No
420420,70091,Mathematics Competitions,Academic,Monthly,2.76,Positive,James Hughes,No
823012,70091,Volleyball,Sports,Weekly,2.97,Neutral,Thomas Rowe,No
328486,70091,Cultural Day Rehearsals,Cultural,Monthly,1.05,Negative,Daniel Warner,No
893423,21128,Drama Club,Extracurricular,Bi-weekly,2.07,Negative,Julia Woods,No
498286,21128,Volleyball,Sports,Monthly,1.38,Negative,Lindsey Walker,Yes
595352,21128,Mathematics Competitions,Academic,Weekly,2.35,Positive,Susan Lopez,No
909344,86122,Social Events Planning,Extracurricular,Daily,1.81,Negative,Stephanie Jackson,No
634724,86122,Scrabble,Sports,Bi-weekly,2.66,Negative,Michael Thompson,Yes
664984,22527,Cultural Day Rehearsals,Cultural,Weekly,1.52,Negative,Margaret Townsend,No
923106,22527,Chess,Sports,Weekly,1.13,Negative,Paul Wagner,Yes
547386,22527,Music Band,Cultural,Daily,1.02,Neutral,Caitlin Davenport,Yes
711552,22527,Science Practical Sessions,Academic,Monthly,2.34,Positive,Sara Murray,No
738860,22527,Athletics,Sports,Weekly,1.08,Negative,Sarah Hopkins,No
971498,76247,Cultural Day Rehearsals,Cultural,Bi-weekly,2.16,Neutral,Angel Collins,Yes
995555,76247,Press Club,Extracurricular,Weekly,1.64,Neutral,Michael Martinez,No
988028,76247,Basketball,Sports,Monthly,2.68,Negative,James Davis,Yes
111207,27499,Traditional Dance,Cultural,Bi-weekly,2.14,Negative,Andrew Coleman,Yes
973734,27499,Drama Club,Extracurricular,Monthly,2.7,Positive,Mrs. Raven Zuniga,Yes
627761,27499,Press Club,Extracurricular,Daily,2.85,Positive,Kelly Johnson,Yes
992126,27499,Traditional Dance,Cultural,Weekly,1.9,Neutral,Joe Dunlap,No
505986,27499,Jets Club,Academic,Bi-weekly,1.2,Positive,James Lee,No
996911,93521,Football,Sports,Monthly,1.97,Neutral,Rachel Nichols,Yes
539730,93521,Social Events Planning,Extracurricular,Daily,1.24,Neutral,Andrea White,No
375603,93521,Chemistry Lab Work,Academic,Daily,1.99,Neutral,Rick Shaw,No
864669,93521,Drama Club,Extracurricular,Weekly,1.1,Negative,Mr. Paul Marshall,Yes
606946,93521,Drama Club,Extracurricular,Monthly,2.6,Positive,Jason Perkins,Yes
245236,61688,Jets Club,Academic,Weekly,1.69,Negative,Stacey Hernandez,Yes
351027,61688,Science Practical Sessions,Academic,Daily,1.89,Negative,Calvin Gay,Yes
519457,61688,Volleyball,Sports,Monthly,1.37,Neutral,David Castro,No
318544,19808,Drama Club,Extracurricular,Monthly,1.94,Negative,Kimberly Rivera,Yes
505924,19808,Cultural Day Rehearsals,Cultural,Daily,1.61,Positive,Teresa Murphy,Yes
336830,84425,Traditional Dance,Cultural,Weekly,1.38,Neutral,Timothy Martin,Yes
120065,84425,Scrabble,Sports,Bi-weekly,1.79,Positive,Joshua Knight,Yes
535781,67014,Scrabble,Sports,Monthly,1.14,Neutral,Juan Combs,Yes
481562,67014,Science Practical Sessions,Academic,Daily,2.46,Negative,Robert Williams,No
991017,67014,Traditional Dance,Cultural,Bi-weekly,1.72,Positive,Donald Stewart,No
191913,67014,Football,Sports,Weekly,1.52,Positive,Tiffany Oconnor,No
773847,67014,Scrabble,Sports,Bi-weekly,2.07,Negative,Jason Brooks,No
638455,96827,Music Band,Cultural,Bi-weekly,1.72,Neutral,Ethan Moore,Yes
373715,96827,Scrabble,Sports,Daily,2.12,Neutral,Mark Delgado,No
189362,96827,Cultural Day Rehearsals,Cultural,Weekly,1.23,Positive,Joseph Dixon,Yes
270996,96827,Drama Club,Extracurricular,Bi-weekly,2.83,Negative,James Burns,No
276748,96827,Press Club,Extracurricular,Daily,1.9,Negative,Jason Curry,Yes
521922,27132,Traditional Dance,Cultural,Bi-weekly,2.78,Neutral,Sabrina Martin,No
665143,27132,Scrabble,Sports,Weekly,2.05,Neutral,Teresa White,Yes
993577,27132,Chemistry Lab Work,Academic,Monthly,1.15,Neutral,Lucas Obrien,No
466858,27132,Mathematics Competitions,Academic,Bi-weekly,1.65,Positive,Shannon Lawrence,Yes
994047,27132,Drama Club,Extracurricular,Monthly,2.67,Neutral,Miguel Arnold,No
902591,41034,Football,Sports,Daily,1.1,Positive,Tammy Esparza,Yes
808575,48230,Basketball,Sports,Bi-weekly,1.8,Negative,Melissa Burch,Yes
942179,48230,Science Practical Sessions,Academic,Monthly,1.07,Negative,Richard Stewart,Yes
684812,48230,Traditional Dance,Cultural,Weekly,1.64,Neutral,Travis Price,Yes
770391,48230,Press Club,Extracurricular,Weekly,1.99,Negative,Elizabeth Garza,Yes
396474,48230,Music Band,Cultural,Monthly,2.98,Negative,Douglas Williams,Yes
408752,44208,Music Band,Cultural,Monthly,2.25,Positive,Jessica Bender,No
673833,44208,Social Events Planning,Extracurricular,Daily,1.51,Neutral,Debra Peterson,No
514952,44208,Jets Club,Academic,Bi-weekly,2.51,Neutral,Walter Brown,No
904726,44208,Basketball,Sports,Bi-weekly,2.89,Negative,Gregory Hart,Yes
180864,51288,Jets Club,Academic,Bi-weekly,1.72,Neutral,Tamara Carlson,Yes
501488,51288,Social Events Planning,Extracurricular,Weekly,2.31,Negative,Anthony Gonzales,No
617357,52762,Music Band,Cultural,Monthly,1.85,Positive,Jennifer Farmer,No
867603,52762,Athletics,Sports,Daily,1.11,Negative,Kaitlin Gardner,Yes
808897,52762,Drama Club,Extracurricular,Bi-weekly,1.33,Negative,Jane Davis,Yes
998290,52762,Athletics,Sports,Bi-weekly,2.01,Neutral,Mark Perez,Yes
574453,51688,Music Band,Cultural,Weekly,2.68,Positive,Joshua Johnson,Yes
578561,51688,Chemistry Lab Work,Academic,Daily,2.92,Negative,Monica Graves,No
620326,51688,Traditional Dance,Cultural,Weekly,1.51,Positive,Brian Matthews,No
744047,69343,Cultural Day Rehearsals,Cultural,Daily,2.34,Negative,Richard Richards,Yes
514468,69343,Chess,Sports,Bi-weekly,1.75,Neutral,Rebecca Trujillo,Yes
210830,69343,Cultural Day Rehearsals,Cultural,Weekly,1.49,Negative,Shaun Delgado,No
429576,69343,Football,Sports,Weekly,2.91,Negative,Susan Payne,No
379345,69343,Chess,Sports,Daily,2.25,Positive,Juan Hart,Yes
966975,45645,Music Band,Cultural,Bi-weekly,2.62,Neutral,Darrell Grant,Yes
800281,45645,Music Band,Cultural,Bi-weekly,2.98,Negative,Joseph Rodriguez,Yes
418408,45645,Science Practical Sessions,Academic,Bi-weekly,2.4,Negative,Steven Gomez,No
464130,45645,Music Band,Cultural,Daily,1.58,Neutral,Robin Griffith,No
933473,45645,Jets Club,Academic,Weekly,1.57,Neutral,Juan Jones,No
764020,40619,Drama Club,Extracurricular,Bi-weekly,1.56,Neutral,Jesse Crosby,No
591594,19789,Football,Sports,Monthly,2.33,Negative,Kendra Cooper,Yes
545004,36569,Chemistry Lab Work,Academic,Weekly,2.82,Positive,Matthew Martinez,No
928098,36569,Social Events Planning,Extracurricular,Weekly,2.77,Negative,Shannon Logan,Yes
522267,27840,Drama Club,Extracurricular,Daily,2.19,Negative,Steven Long,No
762386,27840,Traditional Dance,Cultural,Bi-weekly,1.77,Negative,Diane Guzman,No
316156,27840,Traditional Dance,Cultural,Monthly,2.11,Positive,Samantha Hayes,No
648851,27840,Chemistry Lab Work,Academic,Monthly,2.81,Negative,Michael Richardson,Yes
528373,86638,Science Practical Sessions,Academic,Weekly,1.78,Neutral,Scott Rodriguez,No
928660,86638,Press Club,Extracurricular,Monthly,2.98,Positive,Megan Olson,No
338008,86638,Music Band,Cultural,Monthly,2.4,Negative,Kevin Rodriguez,Yes
764382,86638,Volleyball,Sports,Monthly,2.51,Positive,Margaret Alexander,Yes
761372,86638,Traditional Dance,Cultural,Weekly,2.21,Positive,Ashley Lara,Yes
431419,24283,Mathematics Competitions,Academic,Bi-weekly,1.36,Neutral,Daniel Owen,Yes
960922,30369,Science Practical Sessions,Academic,Bi-weekly,1.56,Positive,Jason Hernandez,No
136530,30369,Basketball,Sports,Weekly,1.87,Positive,Stacey Li,Yes
291467,30369,Debate Club,Academic,Daily,1.58,Positive,Jason Ali,No
603745,30369,Quiz Competition,Extracurricular,Daily,1.87,Negative,Reginald French,No
628829,30369,Quiz Competition,Extracurricular,Daily,2.93,Neutral,Sandra Allen,No
283606,23848,Music Band,Cultural,Weekly,1.27,Positive,Cassandra Nielsen,Yes
616035,23848,Jets Club,Academic,Monthly,2.93,Neutral,Justin Hogan,Yes
282788,23848,Quiz Competition,Extracurricular,Weekly,1.92,Positive,Jason Porter,Yes
174761,31544,Cultural Day Rehearsals,Cultural,Monthly,1.5,Neutral,Stacy Williams,Yes
595688,31544,Social Events Planning,Extracurricular,Bi-weekly,1.55,Neutral,Lisa Moore,Yes
580945,31544,Chess,Sports,Bi-weekly,2.3,Neutral,Jacob Henderson,Yes
190472,31544,Quiz Competition,Extracurricular,Daily,2.14,Neutral,Misty Harrison,No
115588,68925,Chess,Sports,Bi-weekly,1.43,Negative,Luke Arroyo,Yes
321661,68925,Press Club,Extracurricular,Monthly,2.84,Negative,Patricia Goodman,No
367949,71086,Music Band,Cultural,Daily,2.04,Positive,Eileen Johns,Yes
500408,71086,Traditional Dance,Cultural,Daily,2,Neutral,Alexander Jennings,No
468254,71086,Traditional Dance,Cultural,Weekly,2.31,Negative,Jeffrey Neal,No
512430,51160,Debate Club,Academic,Monthly,2.97,Neutral,Christopher Rivera,Yes
309935,51160,Cultural Day Rehearsals,Cultural,Daily,1.1,Negative,David Brooks,No
828684,63282,Debate Club,Academic,Daily,1.9,Neutral,Stacey Ferguson,Yes
939306,63282,Music Band,Cultural,Bi-weekly,2.49,Neutral,Clarence Hernandez,No
232115,63282,Chess,Sports,Bi-weekly,2.38,Positive,Vanessa Smith,No
503561,63282,Debate Club,Academic,Weekly,2.45,Positive,Hannah Shelton,Yes
601554,25825,Social Events Planning,Extracurricular,Weekly,1.91,Neutral,Elizabeth Wilson,Yes
385358,25825,Volleyball,Sports,Monthly,1.76,Negative,Anthony Romero,No
102629,80244,Cultural Day Rehearsals,Cultural,Monthly,2.21,Positive,Dustin Thomas,Yes
852250,80244,Press Club,Extracurricular,Weekly,1.66,Positive,Nicholas Dunn,Yes
989169,80244,Quiz Competition,Extracurricular,Daily,1.2,Negative,Andrea Porter,Yes
394209,80244,Drama Club,Extracurricular,Bi-weekly,1.14,Negative,Jessica Warren,Yes
595560,56961,Science Practical Sessions,Academic,Weekly,1.92,Neutral,Alyssa Stanley,No
852361,56961,Chemistry Lab Work,Academic,Monthly,2.56,Negative,Kristin Lloyd,Yes
740258,56961,Scrabble,Sports,Monthly,2.82,Positive,Caleb Sosa,Yes
606893,56961,Football,Sports,Weekly,2.42,Neutral,David Baker,Yes
830300,56961,Athletics,Sports,Daily,2.45,Negative,Darrell Khan,No
945728,37215,Music Band,Cultural,Daily,2.27,Positive,Lee Smith,Yes
879143,37215,Football,Sports,Bi-weekly,1.93,Neutral,Mindy Russell,No
535294,37215,Music Band,Cultural,Monthly,1.79,Neutral,Robert Garcia,Yes
335567,50410,Quiz Competition,Extracurricular,Daily,2.7,Neutral,Jason Martin,Yes
898468,50410,Football,Sports,Bi-weekly,2.98,Negative,Tina Heath,Yes
140397,70731,Athletics,Sports,Bi-weekly,2.07,Neutral,Sharon Cohen,Yes
246144,70731,Chess,Sports,Bi-weekly,2.16,Positive,Scott Fletcher,No
481164,70731,Football,Sports,Monthly,1.77,Negative,Kenneth James,Yes
347697,70731,Press Club,Extracurricular,Daily,1.64,Negative,Debbie Pierce,Yes
408970,44735,Jets Club,Academic,Bi-weekly,1.86,Negative,Andrea Adams,Yes
106610,44735,Chess,Sports,Bi-weekly,1.07,Negative,Victoria Hansen,No
372702,44735,Mathematics Competitions,Academic,Daily,2.59,Negative,Elizabeth Ritter,Yes
591170,44735,Athletics,Sports,Weekly,1.53,Neutral,Shannon Schaefer,Yes
425846,44735,Scrabble,Sports,Monthly,1.19,Neutral,Robert Lambert,No
589786,25717,Traditional Dance,Cultural,Daily,1.23,Neutral,Jamie Abbott,Yes
193678,25717,Cultural Day Rehearsals,Cultural,Bi-weekly,1.62,Neutral,Lindsay Lopez,No
333326,25717,Traditional Dance,Cultural,Weekly,2.32,Negative,William Silva,Yes
289346,25717,Cultural Day Rehearsals,Cultural,Daily,1.57,Neutral,Alexandra Stark,No
991726,25717,Mathematics Competitions,Academic,Weekly,1.48,Negative,Rhonda Miller,No
901147,21851,Science Practical Sessions,Academic,Daily,1.48,Neutral,Robert Myers,Yes
992585,21851,Press Club,Extracurricular,Bi-weekly,1.33,Neutral,Michelle Beltran,No
581863,30658,Scrabble,Sports,Monthly,2.7,Positive,Michael Gregory,No
448112,30658,Music Band,Cultural,Daily,1.44,Negative,Monica Harvey,No
986051,99922,Social Events Planning,Extracurricular,Daily,2.15,Positive,Cindy Frazier,No
731976,99922,Scrabble,Sports,Weekly,1.29,Neutral,Glenn Dixon,No
513825,99922,Volleyball,Sports,Monthly,1.39,Neutral,Julie Lopez,No
186458,99922,Scrabble,Sports,Bi-weekly,1.58,Neutral,Dana Nelson,Yes
917467,99922,Jets Club,Academic,Monthly,2.16,Positive,Mrs. Kristina Willis,No
909329,49874,Drama Club,Extracurricular,Weekly,1.38,Positive,John Rodriguez,No
902140,49874,Music Band,Cultural,Weekly,1.65,Negative,Sherry Bell,No
531103,49874,Debate Club,Academic,Weekly,2.2,Negative,Cody Hill Jr.,No
508498,89076,Volleyball,Sports,Daily,1.3,Positive,Monica Lyons,No
987374,89076,Football,Sports,Monthly,1.31,Positive,Beth Davis,Yes
809598,89076,Social Events Planning,Extracurricular,Weekly,1.33,Positive,Renee Carpenter,Yes
733807,89076,Jets Club,Academic,Bi-weekly,2.82,Negative,Chelsea White,No
713757,89076,Jets Club,Academic,Weekly,2.49,Positive,Shawn Scott,No
998587,15286,Science Practical Sessions,Academic,Daily,1.17,Positive,Mitchell Ross,Yes
189892,15286,Scrabble,Sports,Weekly,1.35,Positive,Laura Thompson,No
240799,15286,Press Club,Extracurricular,Weekly,1.59,Positive,Kevin Wilcox,Yes
835022,52964,Mathematics Competitions,Academic,Weekly,2.19,Positive,Sabrina Hughes,No
678542,52964,Athletics,Sports,Bi-weekly,2.24,Neutral,Todd Jackson,Yes
942687,29441,Jets Club,Academic,Monthly,2.47,Negative,Melissa Wilson,Yes
330032,21955,Social Events Planning,Extracurricular,Bi-weekly,2.89,Negative,Benjamin Wilson,Yes
606091,21955,Chess,Sports,Bi-weekly,1.99,Positive,Gregory Fitzgerald,Yes
917787,21955,Quiz Competition,Extracurricular,Bi-weekly,2.92,Negative,Jorge Brown,Yes
769482,21955,Jets Club,Academic,Daily,1.64,Neutral,Jason Morton,Yes
573833,42534,Mathematics Competitions,Academic,Bi-weekly,1.12,Positive,April Snyder,Yes
216368,42534,Traditional Dance,Cultural,Weekly,1.18,Neutral,Danny Holmes,Yes
421833,42534,Science Practical Sessions,Academic,Monthly,1.45,Neutral,Craig Mcgrath,No
262507,42534,Drama Club,Extracurricular,Bi-weekly,2.75,Negative,Stacy Vazquez,Yes
475367,42534,Press Club,Extracurricular,Weekly,2.98,Negative,Paul Jordan,No
696337,56627,Cultural Day Rehearsals,Cultural,Weekly,2.95,Negative,Lauren Stewart,Yes
126985,56627,Music Band,Cultural,Bi-weekly,1.61,Neutral,Cody Dyer PhD,Yes
878715,56627,Jets Club,Academic,Monthly,1.1,Neutral,Lindsay Lyons,Yes
842811,61936,Volleyball,Sports,Bi-weekly,2.3,Positive,Kenneth Mcgee,Yes
664207,77300,Mathematics Competitions,Academic,Daily,2.45,Neutral,Rhonda Jones,Yes
972130,16416,Cultural Day Rehearsals,Cultural,Daily,2.73,Neutral,Jeffrey Sloan,No
780973,16416,Chess,Sports,Bi-weekly,1.19,Positive,Karen White MD,Yes
174793,16416,Drama Club,Extracurricular,Bi-weekly,2.82,Neutral,Brandon Pruitt,Yes
598119,98759,Music Band,Cultural,Weekly,1.6,Negative,Jonathan Hernandez,Yes
866102,98759,Traditional Dance,Cultural,Daily,2.01,Positive,Andrew Martin,No
269895,98759,Chess,Sports,Bi-weekly,2.55,Neutral,Joseph Smith,No
316530,98759,Scrabble,Sports,Monthly,2,Positive,Alicia Glover,No
706810,49169,Cultural Day Rehearsals,Cultural,Weekly,1.88,Positive,Michael Walsh,Yes
977900,49169,Debate Club,Academic,Weekly,1.86,Neutral,Kimberly Decker,No
367600,49169,Cultural Day Rehearsals,Cultural,Bi-weekly,2.45,Negative,Rachael Owen,Yes
359955,44100,Traditional Dance,Cultural,Weekly,2.04,Neutral,Megan Mann DDS,Yes
275644,44100,Jets Club,Academic,Monthly,2.39,Positive,John Hall,No
341551,44100,Chemistry Lab Work,Academic,Daily,1.76,Negative,Brenda Weaver,Yes
594796,32789,Football,Sports,Daily,2.61,Neutral,Kendra Spears,No
176384,32789,Press Club,Extracurricular,Weekly,2.52,Negative,Tommy Goodman,No
417350,32789,Jets Club,Academic,Monthly,1.74,Negative,David Harrison,No
518505,14073,Basketball,Sports,Daily,1.36,Negative,Alison Matthews,Yes
114731,14073,Quiz Competition,Extracurricular,Bi-weekly,1.8,Neutral,Karen Craig,No
581189,14073,Music Band,Cultural,Weekly,1.49,Negative,Diane Robbins,No
578931,63004,Quiz Competition,Extracurricular,Bi-weekly,2.3,Positive,Lisa Ford,No
920969,63004,Science Practical Sessions,Academic,Weekly,2.12,Neutral,Jake Wilkinson,No
905687,69270,Scrabble,Sports,Monthly,1.2,Neutral,Victoria Lopez,Yes
648898,69270,Music Band,Cultural,Weekly,1.41,Neutral,Eric Jones,No
228491,69270,Drama Club,Extracurricular,Weekly,1.45,Positive,Julia Wong,No
362422,82869,Debate Club,Academic,Daily,1.17,Neutral,Maria Stokes,Yes
227346,82869,Cultural Day Rehearsals,Cultural,Bi-weekly,2.48,Negative,Heather Campbell,No
278726,82869,Scrabble,Sports,Bi-weekly,2.13,Positive,Christine Scott,No
283717,82869,Jets Club,Academic,Weekly,1.42,Negative,Justin Hunter,Yes
480177,82869,Music Band,Cultural,Weekly,1.77,Neutral,Suzanne Smith,No
650486,82105,Music Band,Cultural,Weekly,2.37,Positive,Madeline Garcia,No
200668,82105,Quiz Competition,Extracurricular,Monthly,1.46,Negative,Stephanie Beck MD,No
440895,42748,Press Club,Extracurricular,Weekly,2.13,Negative,Gerald Conley,No
924191,42748,Drama Club,Extracurricular,Weekly,1.28,Positive,Nicole Hamilton,Yes
806972,22415,Press Club,Extracurricular,Bi-weekly,1.22,Negative,Melissa Hansen,Yes
570355,22415,Debate Club,Academic,Daily,1.57,Positive,Samantha Morgan,Yes
623678,22415,Debate Club,Academic,Daily,2.53,Neutral,Valerie Rivera,Yes
636266,22415,Press Club,Extracurricular,Daily,1.22,Positive,Kimberly Garner,Yes
932462,22415,Music Band,Cultural,Bi-weekly,2.58,Neutral,Danny Lee,No
388744,70560,Cultural Day Rehearsals,Cultural,Weekly,2.34,Positive,Bobby Anthony,Yes
217409,70560,Athletics,Sports,Daily,2.65,Positive,Thomas Boyle,Yes
931625,23357,Basketball,Sports,Weekly,1.79,Negative,Brian Lawson,Yes
696794,23357,Music Band,Cultural,Weekly,1.06,Positive,Karen Norman,Yes
398803,23357,Social Events Planning,Extracurricular,Bi-weekly,2.54,Neutral,Randy Harris,Yes
539380,28322,Cultural Day Rehearsals,Cultural,Weekly,2.96,Neutral,Ann Novak,Yes
976187,28322,Music Band,Cultural,Daily,2.8,Negative,Megan Jones,Yes
401439,25919,Mathematics Competitions,Academic,Weekly,2.79,Neutral,Michelle Smith,No
149449,25919,Music Band,Cultural,Daily,2.24,Negative,Stephanie Peterson,Yes
728395,25919,Traditional Dance,Cultural,Weekly,1.32,Positive,Donna Johnston,Yes
289589,25919,Chess,Sports,Daily,1.51,Neutral,Alexander Neal,No
546451,25919,Chess,Sports,Daily,1.85,Positive,Robert Jensen,Yes
220165,11567,Volleyball,Sports,Daily,3,Negative,Devon Holmes,Yes
407639,11567,Mathematics Competitions,Academic,Daily,2.09,Negative,Francisco Adams,No
528982,18083,Social Events Planning,Extracurricular,Weekly,1.91,Positive,Tammy Wilson,No
328599,39135,Basketball,Sports,Weekly,2.06,Negative,Miguel Arellano,Yes
940101,39135,Debate Club,Academic,Weekly,1.75,Negative,Zachary Gaines,Yes
820936,39135,Debate Club,Academic,Monthly,2.46,Negative,Patricia Mendoza,No
301983,39135,Athletics,Sports,Daily,1.42,Positive,Matthew Castro,Yes
269749,27133,Traditional Dance,Cultural,Bi-weekly,2.96,Neutral,Tracey Rivera,No
731732,27133,Cultural Day Rehearsals,Cultural,Weekly,2.97,Negative,Miranda Key,Yes
218960,27133,Social Events Planning,Extracurricular,Bi-weekly,1.58,Positive,Darrell Berger,Yes
528313,27133,Social Events Planning,Extracurricular,Monthly,2.87,Positive,Jacqueline Adams,Yes
239863,35969,Traditional Dance,Cultural,Daily,2.72,Neutral,Donald Bradley,No
467781,35969,Football,Sports,Monthly,2.24,Neutral,Jason Crawford,Yes
641582,35969,Volleyball,Sports,Daily,2.91,Negative,Mary Crawford,Yes
963810,35969,Cultural Day Rehearsals,Cultural,Bi-weekly,2.21,Neutral,Robert Wolf,No
422980,58790,Mathematics Competitions,Academic,Bi-weekly,2.06,Positive,Justin Jimenez,No
226607,58790,Debate Club,Academic,Daily,2.28,Neutral,Kimberly Nelson,Yes
587983,58790,Debate Club,Academic,Weekly,2.66,Positive,Nancy Ramsey,Yes
546137,58790,Cultural Day Rehearsals,Cultural,Weekly,2.7,Negative,Douglas Kelly,No
869443,58790,Music Band,Cultural,Bi-weekly,1.68,Neutral,Kyle Carney,Yes
646258,99952,Traditional Dance,Cultural,Monthly,2.32,Neutral,Shane Blackburn,No
610596,92614,Traditional Dance,Cultural,Daily,1.87,Neutral,Kyle Evans,Yes
488988,94500,Cultural Day Rehearsals,Cultural,Bi-weekly,2.72,Negative,Tara Torres,Yes
538118,94500,Music Band,Cultural,Daily,1.5,Negative,Tyler Vargas,Yes
414393,94500,Music Band,Cultural,Weekly,2.61,Neutral,Daniel Robertson,Yes
516165,94500,Jets Club,Academic,Weekly,1.49,Neutral,Abigail Garrett,No
680194,94500,Basketball,Sports,Monthly,2.28,Positive,Brent Barnett,No
667177,21015,Basketball,Sports,Monthly,2.54,Positive,Brian Lopez MD,No
298279,21015,Drama Club,Extracurricular,Monthly,2.51,Positive,Tami Johnson,No
130592,21015,Quiz Competition,Extracurricular,Weekly,2.55,Positive,Tracy Burton,No
458029,21015,Quiz Competition,Extracurricular,Daily,1.19,Neutral,Ronald Wade,Yes
662998,86326,Cultural Day Rehearsals,Cultural,Daily,1.09,Negative,Bryce Gross,Yes
179922,86326,Cultural Day Rehearsals,Cultural,Monthly,2.26,Neutral,Jessica Perkins,Yes
993771,86823,Music Band,Cultural,Weekly,2.31,Negative,Ronald Chandler,No
987880,86823,Chess,Sports,Bi-weekly,2.82,Neutral,Wendy Reynolds,Yes
383851,86823,Press Club,Extracurricular,Bi-weekly,1.27,Negative,Melissa Watkins,Yes
667256,43924,Science Practical Sessions,Academic,Daily,2.64,Neutral,Vincent Mcgee,No
178981,43924,Quiz Competition,Extracurricular,Bi-weekly,2.36,Positive,Emily Phillips,Yes
617987,19828,Debate Club,Academic,Weekly,2.18,Negative,Daisy Johnson,Yes
946701,19828,Quiz Competition,Extracurricular,Monthly,1.14,Neutral,Richard Turner,No
582324,19828,Press Club,Extracurricular,Daily,2.35,Positive,Amy Walker,Yes
273024,12857,Drama Club,Extracurricular,Bi-weekly,1.86,Positive,Mrs. Jennifer Leblanc,Yes
334422,12857,Science Practical Sessions,Academic,Daily,2.51,Neutral,Crystal Russell,No
989583,12857,Scrabble,Sports,Daily,2.27,Neutral,Abigail Li,Yes
292693,12857,Press Club,Extracurricular,Weekly,1.94,Negative,Charles Lam,Yes
925867,12857,Basketball,Sports,Weekly,1.49,Positive,Mark Sandoval,No
210746,18450,Social Events Planning,Extracurricular,Weekly,2.76,Negative,Justin Rosario,No
701806,18450,Mathematics Competitions,Academic,Daily,1.95,Negative,Alexander Graves,No
177800,35919,Music Band,Cultural,Weekly,2.84,Neutral,Jesse Bishop,Yes
468704,35919,Scrabble,Sports,Weekly,1.14,Positive,Kelly Baker,No
755550,35919,Traditional Dance,Cultural,Weekly,2.29,Neutral,Mary Erickson,Yes
495298,35919,Cultural Day Rehearsals,Cultural,Weekly,1.95,Neutral,William Robinson,No
719442,35919,Volleyball,Sports,Monthly,2.1,Positive,Kenneth Durham,Yes
572206,94670,Athletics,Sports,Weekly,2.93,Positive,Jose Rogers,No
